0,0,0,0,0,3,0,0.0
0,1,0,1,1,4,0,0
0,1,0,0,0,5,-0.03125,0.1130952380952381
0,1,0,1,1,5,0,0.10576923076923075
0,1,0,0,0,5,0.03125,0.5721153846153846
0,1,0,0,0,6,0,0.10227272727272728
0,0,0,0,0,3,0,0.075
0,1,0,0,0,4,0.15,0.575
0,1,0,1,1,5,0,-0.028846153846153848
0,1,0,1,0,4,0,0.025
0,1,0,1,0,5,0,-0.028846153846153848
0,1,1,1,1,8,0,0.011363636363636364
0,1,1,1,0,8,0,0.21875
0,1,0,1,0,4,-0.125,-0.4166666666666667
0,1,0,0,0,3,0,0
0,1,0,0,0,5,0,0.26785714285714285
0,1,0,1,0,4,0,0
0,1,0,1,0,2,0,0
0,1,0,0,0,6,0,0.009615384615384616
0,1,0,0,0,4,0,0.3125
0,1,0,0,0,5,0,-0.2403846153846154
